citation,reporting_entity,cadence,deadline,source,url,uslm_id
15 U.S.C. 57a note,"Consumer Subcommittee of the Committee on Commerce, Science, and Transportation of the Senate",other,"at least once during the first 6 calendar months, and at least once during the last 6 calendar months, of each of the fiscal years 1980, 1981, and 1982",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section57a&num=0&edition=prelim,/us/usc/t15/s57a/note/2
15 U.S.C. 6154,"Federal Trade Commission, in consultation with the Federal Communications Commission",biennial,"Not later than December 31, 2009",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section6154&num=0&edition=prelim,/us/usc/t15/s6154
15 U.S.C. 631b,The President,annual,not later than January 20 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section631b&num=0&edition=prelim,/us/usc/t15/s631b
15 U.S.C. 631b(e),the entity reporting pursuant to subsection (a),other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section631b&num=0&edition=prelim,/us/usc/t15/s631b/e
15 U.S.C. 631b(e)(3),the entity responsible for reports under subsection (a),other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section631b&num=0&edition=prelim,/us/usc/t15/s631b/e/3
15 U.S.C. 631c,Small Business Manufacturing Task Force,annual,"not later than 1 year after December 8, 2004, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section631c&num=0&edition=prelim,/us/usc/t15/s631c
15 U.S.C. 634b,Office of Advocacy,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section634b&num=0&edition=prelim,/us/usc/t15/s634b
15 U.S.C. 636k(a),the Administrator,monthly,not later than the fifth business day of each month during the applicable period for a major disaster,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/a
15 U.S.C. 636k(b),the Administration,weekly,Each week during a disaster update period,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b
15 U.S.C. 636k(b)(2)(A),SBA Administration,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/A
15 U.S.C. 636k(b)(2)(B),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/B
15 U.S.C. 636k(b)(2)(C),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/C
15 U.S.C. 636k(b)(2)(D),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/D
15 U.S.C. 636k(b)(2)(G),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/G
15 U.S.C. 636k(b)(2)(K),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/K
15 U.S.C. 636k(b)(2)(L),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/L
15 U.S.C. 636k(b)(2)(M),not specified,weekly,weekly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/b/2/M
15 U.S.C. 636k(c),Administrator,monthly,During any period for which the Administrator declares eligibility for additional disaster assistance,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636k&num=0&edition=prelim,/us/usc/t15/s636k/c
15 U.S.C. 636l,the President,semiannual,"Not later than 180 days after December 20, 2019, and semiannually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section636l&num=0&edition=prelim,/us/usc/t15/s636l
15 U.S.C. 637d,Administrator of the Small Business Administration,annual,Not later than March 31 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section637d&num=0&edition=prelim,/us/usc/t15/s637d
15 U.S.C. 639a,Small Business Administration,event-driven,at least one year in advance of the date on which such authorization is to be provided,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section639a&num=0&edition=prelim,/us/usc/t15/s639a
15 U.S.C. 6404(k),Propane Education and Research Council,annual,Before August 1 each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section6404&num=0&edition=prelim,/us/usc/t15/s6404/k
15 U.S.C. 644a,Small Business Procurement Advisory Council,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section644a&num=0&edition=prelim,/us/usc/t15/s644a
15 U.S.C. 645a,Administrator of the Small Business Administration,annual,each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section645a&num=0&edition=prelim,/us/usc/t15/s645a
15 U.S.C. 6553,the Commission,annual,not later than March 31,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section6553&num=0&edition=prelim,/us/usc/t15/s6553
15 U.S.C. 657h(c)(2),the Administrator,annual,Not later than 60 days after the date on which all reports under subparagraph (B) relating to a year are submitted,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section657h&num=0&edition=prelim,/us/usc/t15/s657h/c/2
15 U.S.C. 657p(b),the Administrator,biennial,"Not later than 2 years after February 4, 2009, and every 2 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section657p&num=0&edition=prelim,/us/usc/t15/s657p/b
15 U.S.C. 697a note,Small Business Administration,annual,not later than 90 days after the date of the last debenture sale in each fiscal year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section697a&num=0&edition=prelim,/us/usc/t15/s697a/note/1
15 U.S.C. 697d note,the Administration,biennial,not later than 1 year after the effective date of regulations promulgated under subsection (b),note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section697d&num=0&edition=prelim,/us/usc/t15/s697d/note/1
15 U.S.C. 7104,Interagency Committee,annual,"September 30, 1995",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7104&num=0&edition=prelim,/us/usc/t15/s7104
15 U.S.C. 7106,the Council,annual,not later than 90 days after the last day of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7106&num=0&edition=prelim,/us/usc/t15/s7106
15 U.S.C. 7106(c),The Council,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7106&num=0&edition=prelim,/us/usc/t15/s7106/c
15 U.S.C. 713c-1,Federal Surplus Commodities Corporation,annual,on the first day of each regular session,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section713c-1&num=0&edition=prelim,/us/usc/t15/s713c–1
15 U.S.C. 714k,The Corporation,quarterly,quarterly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section714k&num=0&edition=prelim,/us/usc/t15/s714k
15 U.S.C. 714k note,Secretary of Agriculture,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section714k&num=0&edition=prelim,/us/usc/t15/s714k/note/2
15 U.S.C. 7211(h),the Commission,annual,not later than 30 days after the date of receipt of that report by the Commission,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7211&num=0&edition=prelim,/us/usc/t15/s7211/h
15 U.S.C. 7309,Director of the National Institute of Standards and Technology,annual,Not later than February 15 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7309&num=0&edition=prelim,/us/usc/t15/s7309
15 U.S.C. 7310,advisory committee,annual,January 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7310&num=0&edition=prelim,/us/usc/t15/s7310
15 U.S.C. 7431(a)(3),"heads of the applicable agencies and departments, working through the National Science and Technology Council and Networking and Information Technology Research and Development Program",annual,"not later than 1 year after December 18, 2014 (for strategic plan); quadrennially (for updates); annual (for roadmap updates)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7431&num=0&edition=prelim,/us/usc/t15/s7431/a/3
15 U.S.C. 7501(d),The Council,annual,at the time of the President’s budget request to Congress,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7501&num=0&edition=prelim,/us/usc/t15/s7501/d
15 U.S.C. 7504(d),Director of the Office of Science and Technology Policy,multi-year,Not later than 30 days after the date the President receives the report under paragraph (1),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section7504&num=0&edition=prelim,/us/usc/t15/s7504/d
15 U.S.C. 764(b)(1),Administrator,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section764&num=0&edition=prelim,/us/usc/t15/s764/b/1
15 U.S.C. 774(b),Administrator,annual,"every year after May 7, 1974",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section774&num=0&edition=prelim,/us/usc/t15/s774/b
15 U.S.C. 777,"the Administrator, together with the Secretaries of Labor and Commerce",annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section777&num=0&edition=prelim,/us/usc/t15/s777
15 U.S.C. 77gg,The Corporation,annual,each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section77gg&num=0&edition=prelim,/us/usc/t15/s77gg
15 U.S.C. 78d(g)(4)(E),Office of the Investor Advocate,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d&num=0&edition=prelim,/us/usc/t15/s78d/g/4/E
15 U.S.C. 78d(g)(6),the Investor Advocate,annual,June 30 (for objectives report); December 31 (for activities report),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d&num=0&edition=prelim,/us/usc/t15/s78d/g/6
15 U.S.C. 78d(i)(4)(F),Advocate for Small Business Capital Formation,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d&num=0&edition=prelim,/us/usc/t15/s78d/i/4/F
15 U.S.C. 78d(i)(6),Advocate for Small Business Capital Formation,annual,Not later than December 31 of each year after 2015,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d&num=0&edition=prelim,/us/usc/t15/s78d/i/6
15 U.S.C. 78d(i)(6)(D),Office of the Advocate for Small Business Capital Formation,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d&num=0&edition=prelim,/us/usc/t15/s78d/i/6/D
15 U.S.C. 78dd-1 note,Secretary of Commerce,annual,July 1 of 1999,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78dd-1&num=0&edition=prelim,/us/usc/t15/s78dd–1/note/1
15 U.S.C. 78d-6(a),the Commission,annual,Not later than 90 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d-6&num=0&edition=prelim,/us/usc/t15/s78d–6/a
15 U.S.C. 78d-6(b),the Commission,annual,end of the most recent fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d-6&num=0&edition=prelim,/us/usc/t15/s78d–6/b
15 U.S.C. 78d-7,Comptroller General of the United States,multi-year,Once every 3 years,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d-7&num=0&edition=prelim,/us/usc/t15/s78d–7
15 U.S.C. 78d-7(b),the Commission,multi-year,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78d-7&num=0&edition=prelim,/us/usc/t15/s78d–7/b
15 U.S.C. 78ggg,SIPC,annual,As soon as practicable after the close of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78ggg&num=0&edition=prelim,/us/usc/t15/s78ggg
15 U.S.C. 78ggg(c),The Commission,annual,As soon as practicable after the close of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78ggg&num=0&edition=prelim,/us/usc/t15/s78ggg/c
15 U.S.C. 78ggg(c)(2),SEC,annual,As soon as practicable after the close of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78ggg&num=0&edition=prelim,/us/usc/t15/s78ggg/c/2
15 U.S.C. 78m(b)(3),each head of a Federal department or agency of the United States,annual,October 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78m&num=0&edition=prelim,/us/usc/t15/s78m/b/3
15 U.S.C. 78m(r)(4),the Commission,event-driven,promptly upon receiving a notice,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78m&num=0&edition=prelim,/us/usc/t15/s78m/r/4
15 U.S.C. 78o-7 note,Securities and Exchange Commission,annual,annually,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78o-7&num=0&edition=prelim,/us/usc/t15/s78o–7/note/6
15 U.S.C. 78q-2,the Commission,annual,"in each of the first 5 annual reports (under section 78w(b)(1) of this title) submitted more than 12 months after October 15, 1990",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78q-2&num=0&edition=prelim,/us/usc/t15/s78q–2
15 U.S.C. 78u-6(a),the Commission,annual,"Not later than October 30 of each fiscal year beginning after July 21, 2010",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78u-6&num=0&edition=prelim,/us/usc/t15/s78u–6/a
15 U.S.C. 78u-7,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78u-7&num=0&edition=prelim,/us/usc/t15/s78u–7
15 U.S.C. 78w(b)(1),"The Commission, the Board of Governors of the Federal Reserve System, and the other agencies enumerated in section 78c(a)(34) of this title",annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78w&num=0&edition=prelim,/us/usc/t15/s78w/b/1
15 U.S.C. 78w(b)(2),the appropriate regulatory agency for a self-regulatory organization,annual,each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78w&num=0&edition=prelim,/us/usc/t15/s78w/b/2
15 U.S.C. 78w(b)(3),the appropriate regulatory agency for any class of municipal securities dealers,annual,each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78w&num=0&edition=prelim,/us/usc/t15/s78w/b/3
15 U.S.C. 78w(b)(4),The Commission,annual,each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section78w&num=0&edition=prelim,/us/usc/t15/s78w/b/4
15 U.S.C. 796(c),Federal Energy Administrator,quarterly,each calendar quarter which begins 6 months after the date on which the accounting practices developed pursuant to such section 503 are made effective,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section796&num=0&edition=prelim,/us/usc/t15/s796/c
15 U.S.C. 80a-14(b),The Commission,event-driven,at such times as it deems that any substantial further increase in size of investment companies creates any problem involving the protection of investors or the public interest,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section80a-14&num=0&edition=prelim,/us/usc/t15/s80a–14/b
15 U.S.C. 80c-1,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section80c-1&num=0&edition=prelim,/us/usc/t15/s80c–1
15 U.S.C. 80c-1(d),the entity conducting the forum,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section80c-1&num=0&edition=prelim,/us/usc/t15/s80c–1/d
15 U.S.C. 8513,"The Under Secretary, acting through the Assistant Administrator for Oceanic and Atmospheric Research and in coordination with the Director of the National Weather Service",annual,Following completion of the plan,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section8513&num=0&edition=prelim,/us/usc/t15/s8513
15 U.S.C. 8520(a),Secretary of Commerce,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section8520&num=0&edition=prelim,/us/usc/t15/s8520/a
15 U.S.C. 8541,Under Secretary of NOAA,annual,Within 30 days of receipt of such report,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section8541&num=0&edition=prelim,/us/usc/t15/s8541
15 U.S.C. 8543,the Under Secretary,annual,not less frequently than once each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section8543&num=0&edition=prelim,/us/usc/t15/s8543
15 U.S.C. 8814,National Quantum Initiative Advisory Committee,biennial,"Not later than 180 days after December 21, 2018, and at least biennially thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section8814&num=0&edition=prelim,/us/usc/t15/s8814
15 U.S.C. 9002(d),the Administrator,annual,"Not later than 6 months after March 27, 2020, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9002&num=0&edition=prelim,/us/usc/t15/s9002/d
15 U.S.C. 9007(d),Minority Business Development Agency,annual,"Not later than 6 months after March 27, 2020, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9007&num=0&edition=prelim,/us/usc/t15/s9007/d
15 U.S.C. 9053(f),Special Inspector General,quarterly,"Not later than 60 days after the date on which the Special Inspector General is confirmed, and once every calendar quarter thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9053&num=0&edition=prelim,/us/usc/t15/s9053/f
15 U.S.C. 9060(b)(2),Board of Governors of the Federal Reserve System,event-driven,not later than 7 days after the Board authorizes a new facility or other financial assistance; once every 30 days with respect to outstanding loans,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9060&num=0&edition=prelim,/us/usc/t15/s9060/b/2
15 U.S.C. 9060(c),The Secretary and the Chairman of the Board of Governors of the Federal Reserve System,semiannual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9060&num=0&edition=prelim,/us/usc/t15/s9060/c
15 U.S.C. 9060(f),the Comptroller General of the United States,annual,"Not later than 9 months after March 27, 2020, and annually thereafter through the year succeeding the last year for which loans, loan guarantees, or other investments made under section 9042 of this title are outstanding",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9060&num=0&edition=prelim,/us/usc/t15/s9060/f
15 U.S.C. 9412,The Director of the Office of Science and Technology Policy,annual,as part of the President’s annual budget request to Congress,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9412&num=0&edition=prelim,/us/usc/t15/s9412
15 U.S.C. 9413(e),Interagency Committee,annual,not later than 90 days after submission of the President’s annual budget request for such fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9413&num=0&edition=prelim,/us/usc/t15/s9413/e
15 U.S.C. 9803(a),Assistant Secretary of Commerce for Travel and Tourism,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title15-section9803&num=0&edition=prelim,/us/usc/t15/s9803/a
16 U.S.C. 1015a(f),the Secretary,multi-year,"not later than 5 years after March 30, 2009, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1015a&num=0&edition=prelim,/us/usc/t16/s1015a/f
16 U.S.C. 1015a(f)(1),the Secretary,biennial,"Not later than 5 years after March 30, 2009, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1015a&num=0&edition=prelim,/us/usc/t16/s1015a/f/1
16 U.S.C. 1057,Director of the National Fisheries Center and Aquarium,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1057&num=0&edition=prelim,/us/usc/t16/s1057
16 U.S.C. 122a,Secretary of the Interior,biennial,Within two years of the effective date of this provision,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section122a&num=0&edition=prelim,/us/usc/t16/s122a
16 U.S.C. 1248(e),Secretary of the Interior,annual,during the preceding fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1248&num=0&edition=prelim,/us/usc/t16/s1248/e
16 U.S.C. 1340,Secretaries of the Interior and Agriculture,biennial,"After the expiration of thirty calendar months following December 15, 1971, and every twenty-four calendar months thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1340&num=0&edition=prelim,/us/usc/t16/s1340
16 U.S.C. 1373(f),the Secretary,annual,Within six months after the effective date of this chapter and every twelve months thereafter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1373&num=0&edition=prelim,/us/usc/t16/s1373/f
16 U.S.C. 1380(d),"Secretary of Commerce, the Secretary of the Interior, and the Commission",annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1380&num=0&edition=prelim,/us/usc/t16/s1380/d
16 U.S.C. 1382,the Secretary,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1382&num=0&edition=prelim,/us/usc/t16/s1382
16 U.S.C. 1421f-3(b)(2)(C),not specified,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1421f-3&num=0&edition=prelim,/us/usc/t16/s1421f–3/b/2/C
16 U.S.C. 1421f-3(d)(3)(A),the entity responsible for the report under paragraph (1),other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1421f-3&num=0&edition=prelim,/us/usc/t16/s1421f–3/d/3/A
16 U.S.C. 1421f-3(d)(3)(F),not specified,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1421f-3&num=0&edition=prelim,/us/usc/t16/s1421f–3/d/3/F
16 U.S.C. 1447e,Administrator of the National Oceanic and Atmospheric Administration and the Administrator of the Environmental Protection Agency,biennial,not later than 2 years after the approval of its comprehensive plan under section 1447d of this title and at 2-year intervals thereafter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1447e&num=0&edition=prelim,/us/usc/t16/s1447e
16 U.S.C. 1462(a),the Secretary,biennial,not later than April 1 of the year following the close of the biennial period to which it pertains,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1462&num=0&edition=prelim,/us/usc/t16/s1462/a
16 U.S.C. 1462(c)(2),The Secretary,other,promptly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1462&num=0&edition=prelim,/us/usc/t16/s1462/c/2
16 U.S.C. 1533(f),the Secretary,biennial,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1533&num=0&edition=prelim,/us/usc/t16/s1533/f
16 U.S.C. 1601(e)(1),the Secretary,annual,at the time of submission of the President’s budget,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1601&num=0&edition=prelim,/us/usc/t16/s1601/e/1
16 U.S.C. 1601(e)(2),the Secretary,annual,"annually during each of the 10 years beginning after November 15, 2021; and annually after the 10-year period",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1601&num=0&edition=prelim,/us/usc/t16/s1601/e/2
16 U.S.C. 1601(f),the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1601&num=0&edition=prelim,/us/usc/t16/s1601/f
16 U.S.C. 1601 note,Secretary of Agriculture,annual,"not later than 1 year after the date of enactment of this Act, and annually thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1601&num=0&edition=prelim,/us/usc/t16/s1601/note/1
16 U.S.C. 1604(c),the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1604&num=0&edition=prelim,/us/usc/t16/s1604/c
16 U.S.C. 1606(c),the Secretary,annual,at the time of submission of the annual fiscal budget,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1606&num=0&edition=prelim,/us/usc/t16/s1606/c
16 U.S.C. 1606(f),President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1606&num=0&edition=prelim,/us/usc/t16/s1606/f
16 U.S.C. 1606a(c),Secretary of the Treasury,annual,each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1606a&num=0&edition=prelim,/us/usc/t16/s1606a/c
16 U.S.C. 1684,the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1684&num=0&edition=prelim,/us/usc/t16/s1684
16 U.S.C. 1828,Secretary of the department in which the Coast Guard is operating,biennial,"Not later than 180 days after July 11, 2006",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1828&num=0&edition=prelim,/us/usc/t16/s1828
16 U.S.C. 1855 note,Western Pacific Fishery Management Council,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1855&num=0&edition=prelim,/us/usc/t16/s1855/note/5
16 U.S.C. 1865,the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1865&num=0&edition=prelim,/us/usc/t16/s1865
16 U.S.C. 1885a,Secretary of Commerce,annual,not later than 120 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section1885a&num=0&edition=prelim,/us/usc/t16/s1885a
16 U.S.C. 192b-9 note,the Secretary,biennial,2 calendar years after the date of enactment of this Act,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section192b-9&num=0&edition=prelim,/us/usc/t16/s192b–9/note/0
16 U.S.C. 2003,Secretary of Agriculture,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section2003&num=0&edition=prelim,/us/usc/t16/s2003
16 U.S.C. 2626,Secretary,annual,"Not later than eighteen months after November 9, 1978, and annually thereafter for ten years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section2626&num=0&edition=prelim,/us/usc/t16/s2626
16 U.S.C. 284d,the Foundation,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section284d&num=0&edition=prelim,/us/usc/t16/s284d
16 U.S.C. 3141,the Secretary,annual,"no later than eight years after December 2, 1980",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3141&num=0&edition=prelim,/us/usc/t16/s3141
16 U.S.C. 3181(g),Cochairmen of the Alaska Land Use Council,annual,No later than February 1 of each calendar year following the calendar year in which the Council is established,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3181&num=0&edition=prelim,/us/usc/t16/s3181/g
16 U.S.C. 3378,Secretary of the Interior,annual,annual budget proposal cycle,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3378&num=0&edition=prelim,/us/usc/t16/s3378
16 U.S.C. 3706,The Foundation,annual,as soon as practicable after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3706&num=0&edition=prelim,/us/usc/t16/s3706
16 U.S.C. 3812(e),the Secretary,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3812&num=0&edition=prelim,/us/usc/t16/s3812/e
